Statistic,Month,Age.Group,Sex,value
Seasonally Adjusted Monthly Unemployment Rate,2011 June,25 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2011 June,25 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2011 June,25 - 74 years,Female,10.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 24 years,Both sexes,29.2
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 24 years,Male,35.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 24 years,Female,21.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 74 years,Both sexes,15.5
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 74 years,Male,17.7
Seasonally Adjusted Monthly Unemployment Rate,2011 July,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 July,25 - 74 years,Both sexes,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011 July,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 July,25 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 24 years,Both sexes,30.4
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 24 years,Male,37.2
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 24 years,Female,22.6
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 74 years,Male,18.0
Seasonally Adjusted Monthly Unemployment Rate,2011 August,15 - 74 years,Female,12.7
Seasonally Adjusted Monthly Unemployment Rate,2011 August,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 August,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 August,25 - 74 years,Female,11.2
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 24 years,Both sexes,29.9
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 24 years,Male,36.3
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 24 years,Female,22.7
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 74 years,Both sexes,15.7
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 74 years,Male,17.9
Seasonally Adjusted Monthly Unemployment Rate,2011 September,15 - 74 years,Female,13.0
Seasonally Adjusted Monthly Unemployment Rate,2011 September,25 - 74 years,Both sexes,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011 September,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 September,25 - 74 years,Female,11.5
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 24 years,Both sexes,30.4
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 24 years,Male,36.6
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 24 years,Female,23.3
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 74 years,Male,18.0
Seasonally Adjusted Monthly Unemployment Rate,2011 October,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2011 October,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 October,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2011 October,25 - 74 years,Female,11.1
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 24 years,Both sexes,30.9
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 24 years,Male,36.9
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 24 years,Female,24.0
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 74 years,Both sexes,15.8
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 74 years,Male,18.1
Seasonally Adjusted Monthly Unemployment Rate,2011 November,15 - 74 years,Female,13.0
Seasonally Adjusted Monthly Unemployment Rate,2011 November,25 - 74 years,Both sexes,13.5
Seasonally Adjusted Monthly Unemployment Rate,2011 November,25 - 74 years,Male,15.3
Seasonally Adjusted Monthly Unemployment Rate,2011 November,25 - 74 years,Female,11.2
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 24 years,Both sexes,31.4
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 24 years,Male,37.6
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 24 years,Female,24.5
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 74 years,Both sexes,16.2
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 74 years,Male,18.4
Seasonally Adjusted Monthly Unemployment Rate,2011 December,15 - 74 years,Female,13.4
Seasonally Adjusted Monthly Unemployment Rate,2011 December,25 - 74 years,Both sexes,13.8
Seasonally Adjusted Monthly Unemployment Rate,2011 December,25 - 74 years,Male,15.6
Seasonally Adjusted Monthly Unemployment Rate,2011 December,25 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 24 years,Both sexes,30.4
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 24 years,Male,37.1
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 24 years,Female,23.2
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 74 years,Both sexes,15.6
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 74 years,Male,17.8
Seasonally Adjusted Monthly Unemployment Rate,2012 January,15 - 74 years,Female,12.9
Seasonally Adjusted Monthly Unemployment Rate,2012 January,25 - 74 years,Both sexes,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012 January,25 - 74 years,Male,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012 January,25 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 24 years,Both sexes,31.8
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 24 years,Male,39.1
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 24 years,Female,24.1
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 74 years,Both sexes,16.1
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 74 years,Male,18.3
Seasonally Adjusted Monthly Unemployment Rate,2012 February,15 - 74 years,Female,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012 February,25 - 74 years,Both sexes,13.7
Seasonally Adjusted Monthly Unemployment Rate,2012 February,25 - 74 years,Male,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012 February,25 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 24 years,Both sexes,32.0
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 24 years,Male,39.4
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 24 years,Female,24.3
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 74 years,Both sexes,16.1
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 74 years,Male,18.3
Seasonally Adjusted Monthly Unemployment Rate,2012 March,15 - 74 years,Female,13.4
Seasonally Adjusted Monthly Unemployment Rate,2012 March,25 - 74 years,Both sexes,13.7
Seasonally Adjusted Monthly Unemployment Rate,2012 March,25 - 74 years,Male,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012 March,25 - 74 years,Female,11.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 24 years,Both sexes,31.6
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 24 years,Male,38.9
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 24 years,Female,23.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 74 years,Both sexes,15.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 74 years,Male,18.1
Seasonally Adjusted Monthly Unemployment Rate,2012 April,15 - 74 years,Female,12.7
Seasonally Adjusted Monthly Unemployment Rate,2012 April,25 - 74 years,Both sexes,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012 April,25 - 74 years,Male,15.2
Seasonally Adjusted Monthly Unemployment Rate,2012 April,25 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 24 years,Both sexes,31.3
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 24 years,Male,38.5
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 24 years,Female,23.5
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 74 years,Both sexes,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 74 years,Male,17.9
Seasonally Adjusted Monthly Unemployment Rate,2012 May,15 - 74 years,Female,12.6
Seasonally Adjusted Monthly Unemployment Rate,2012 May,25 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2012 May,25 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2012 May,25 - 74 years,Female,10.9
Seasonally Adjusted Monthly Unemployment Rate,2012 June,15 - 24 years,Both sexes,31.3
Seasonally Adjusted Monthly Unemployment Rate,2012 June,15 - 24 years,Male,38.2
Seasonally Adjusted Monthly Unemployment Rate,2012 June,15 - 24 years,Female,23.7
Seasonally Adjusted Monthly Unemployment Rate,2012 June,15 - 74 years,Both sexes,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012 June,15 - 74 years,Male,17.9
Seasonally Adjusted Monthly Unemployment Rate,2012 June,15 - 74 years,Female,12.4
Seasonally Adjusted Monthly Unemployment Rate,2012 June,25 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2012 June,25 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2012 June,25 - 74 years,Female,10.7
Seasonally Adjusted Monthly Unemployment Rate,2012 July,15 - 24 years,Both sexes,31.4
Seasonally Adjusted Monthly Unemployment Rate,2012 July,15 - 24 years,Male,37.9
Seasonally Adjusted Monthly Unemployment Rate,2012 July,15 - 24 years,Female,24.2
Seasonally Adjusted Monthly Unemployment Rate,2012 July,15 - 74 years,Both sexes,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012 July,15 - 74 years,Male,17.9
Seasonally Adjusted Monthly Unemployment Rate,2012 July,15 - 74 years,Female,12.7
Seasonally Adjusted Monthly Unemployment Rate,2012 July,25 - 74 years,Both sexes,13.2
Seasonally Adjusted Monthly Unemployment Rate,2012 July,25 - 74 years,Male,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012 July,25 - 74 years,Female,10.9
Seasonally Adjusted Monthly Unemployment Rate,2012 August,15 - 24 years,Both sexes,31.1
Seasonally Adjusted Monthly Unemployment Rate,2012 August,15 - 24 years,Male,37.1
Seasonally Adjusted Monthly Unemployment Rate,2012 August,15 - 24 years,Female,24.4
Seasonally Adjusted Monthly Unemployment Rate,2012 August,15 - 74 years,Both sexes,15.5
Seasonally Adjusted Monthly Unemployment Rate,2012 August,15 - 74 years,Male,17.8
Seasonally Adjusted Monthly Unemployment Rate,2012 August,15 - 74 years,Female,12.8
Seasonally Adjusted Monthly Unemployment Rate,2012 August,25 - 74 years,Both sexes,13.3
Seasonally Adjusted Monthly Unemployment Rate,2012 August,25 - 74 years,Male,15.1
Seasonally Adjusted Monthly Unemployment Rate,2012 August,25 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2012 September,15 - 24 years,Both sexes,30.3
Seasonally Adjusted Monthly Unemployment Rate,2012 September,15 - 24 years,Male,36.6
Seasonally Adjusted Monthly Unemployment Rate,2012 September,15 - 24 years,Female,23.4
Seasonally Adjusted Monthly Unemployment Rate,2012 September,15 - 74 years,Both sexes,15.4
Seasonally Adjusted Monthly Unemployment Rate,2012 September,15 - 74 years,Male,17.6
Seasonally Adjusted Monthly Unemployment Rate,2012 September,15 - 74 years,Female,12.6
Seasonally Adjusted Monthly Unemployment Rate,2012 September,25 - 74 years,Both sexes,13.2
Seasonally Adjusted Monthly Unemployment Rate,2012 September,25 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2012 September,25 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2012 October,15 - 24 years,Both sexes,29.9
Seasonally Adjusted Monthly Unemployment Rate,2012 October,15 - 24 years,Male,36.3
Seasonally Adjusted Monthly Unemployment Rate,2012 October,15 - 24 years,Female,22.7
Seasonally Adjusted Monthly Unemployment Rate,2012 October,15 - 74 years,Both sexes,15.2
Seasonally Adjusted Monthly Unemployment Rate,2012 October,15 - 74 years,Male,17.5
Seasonally Adjusted Monthly Unemployment Rate,2012 October,15 - 74 years,Female,12.5
Seasonally Adjusted Monthly Unemployment Rate,2012 October,25 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2012 October,25 - 74 years,Male,14.9
Seasonally Adjusted Monthly Unemployment Rate,2012 October,25 - 74 years,Female,10.9
Seasonally Adjusted Monthly Unemployment Rate,2012 November,15 - 24 years,Both sexes,29.3
Seasonally Adjusted Monthly Unemployment Rate,2012 November,15 - 24 years,Male,35.5
Seasonally Adjusted Monthly Unemployment Rate,2012 November,15 - 24 years,Female,22.5
Seasonally Adjusted Monthly Unemployment Rate,2012 November,15 - 74 years,Both sexes,15.0
Seasonally Adjusted Monthly Unemployment Rate,2012 November,15 - 74 years,Male,17.1
Seasonally Adjusted Monthly Unemployment Rate,2012 November,15 - 74 years,Female,12.5
Seasonally Adjusted Monthly Unemployment Rate,2012 November,25 - 74 years,Both sexes,13.0
Seasonally Adjusted Monthly Unemployment Rate,2012 November,25 - 74 years,Male,14.6
Seasonally Adjusted Monthly Unemployment Rate,2012 November,25 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2012 December,15 - 24 years,Both sexes,29.0
Seasonally Adjusted Monthly Unemployment Rate,2012 December,15 - 24 years,Male,34.5
Seasonally Adjusted Monthly Unemployment Rate,2012 December,15 - 24 years,Female,22.9
Seasonally Adjusted Monthly Unemployment Rate,2012 December,15 - 74 years,Both sexes,14.8
Seasonally Adjusted Monthly Unemployment Rate,2012 December,15 - 74 years,Male,16.7
Seasonally Adjusted Monthly Unemployment Rate,2012 December,15 - 74 years,Female,12.6
Seasonally Adjusted Monthly Unemployment Rate,2012 December,25 - 74 years,Both sexes,12.8
Seasonally Adjusted Monthly Unemployment Rate,2012 December,25 - 74 years,Male,14.3
Seasonally Adjusted Monthly Unemployment Rate,2012 December,25 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2013 January,15 - 24 years,Both sexes,28.3
Seasonally Adjusted Monthly Unemployment Rate,2013 January,15 - 24 years,Male,32.8
Seasonally Adjusted Monthly Unemployment Rate,2013 January,15 - 24 years,Female,23.5
Seasonally Adjusted Monthly Unemployment Rate,2013 January,15 - 74 years,Both sexes,14.7
Seasonally Adjusted Monthly Unemployment Rate,2013 January,15 - 74 years,Male,16.1
Seasonally Adjusted Monthly Unemployment Rate,2013 January,15 - 74 years,Female,12.9
Seasonally Adjusted Monthly Unemployment Rate,2013 January,25 - 74 years,Both sexes,12.7
Seasonally Adjusted Monthly Unemployment Rate,2013 January,25 - 74 years,Male,13.9
Seasonally Adjusted Monthly Unemployment Rate,2013 January,25 - 74 years,Female,11.3
Seasonally Adjusted Monthly Unemployment Rate,2013 February,15 - 24 years,Both sexes,28.2
Seasonally Adjusted Monthly Unemployment Rate,2013 February,15 - 24 years,Male,32.2
Seasonally Adjusted Monthly Unemployment Rate,2013 February,15 - 24 years,Female,23.8
Seasonally Adjusted Monthly Unemployment Rate,2013 February,15 - 74 years,Both sexes,14.6
Seasonally Adjusted Monthly Unemployment Rate,2013 February,15 - 74 years,Male,15.8
Seasonally Adjusted Monthly Unemployment Rate,2013 February,15 - 74 years,Female,13.0
Seasonally Adjusted Monthly Unemployment Rate,2013 February,25 - 74 years,Both sexes,12.6
Seasonally Adjusted Monthly Unemployment Rate,2013 February,25 - 74 years,Male,13.6
Seasonally Adjusted Monthly Unemployment Rate,2013 February,25 - 74 years,Female,11.4
Seasonally Adjusted Monthly Unemployment Rate,2013 March,15 - 24 years,Both sexes,27.6
Seasonally Adjusted Monthly Unemployment Rate,2013 March,15 - 24 years,Male,31.3
Seasonally Adjusted Monthly Unemployment Rate,2013 March,15 - 24 years,Female,23.7
Seasonally Adjusted Monthly Unemployment Rate,2013 March,15 - 74 years,Both sexes,14.3
Seasonally Adjusted Monthly Unemployment Rate,2013 March,15 - 74 years,Male,15.4
Seasonally Adjusted Monthly Unemployment Rate,2013 March,15 - 74 years,Female,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013 March,25 - 74 years,Both sexes,12.4
Seasonally Adjusted Monthly Unemployment Rate,2013 March,25 - 74 years,Male,13.2
Seasonally Adjusted Monthly Unemployment Rate,2013 March,25 - 74 years,Female,11.4
Seasonally Adjusted Monthly Unemployment Rate,2013 April,15 - 24 years,Both sexes,27.9
Seasonally Adjusted Monthly Unemployment Rate,2013 April,15 - 24 years,Male,31.8
Seasonally Adjusted Monthly Unemployment Rate,2013 April,15 - 24 years,Female,23.5
Seasonally Adjusted Monthly Unemployment Rate,2013 April,15 - 74 years,Both sexes,14.5
Seasonally Adjusted Monthly Unemployment Rate,2013 April,15 - 74 years,Male,15.6
Seasonally Adjusted Monthly Unemployment Rate,2013 April,15 - 74 years,Female,13.2
Seasonally Adjusted Monthly Unemployment Rate,2013 April,25 - 74 years,Both sexes,12.5
Seasonally Adjusted Monthly Unemployment Rate,2013 April,25 - 74 years,Male,13.4
Seasonally Adjusted Monthly Unemployment Rate,2013 April,25 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2013 May,15 - 24 years,Both sexes,27.7
Seasonally Adjusted Monthly Unemployment Rate,2013 May,15 - 24 years,Male,32.0
Seasonally Adjusted Monthly Unemployment Rate,2013 May,15 - 24 years,Female,23.1
Seasonally Adjusted Monthly Unemployment Rate,2013 May,15 - 74 years,Both sexes,14.5
Seasonally Adjusted Monthly Unemployment Rate,2013 May,15 - 74 years,Male,15.6
Seasonally Adjusted Monthly Unemployment Rate,2013 May,15 - 74 years,Female,13.2
Seasonally Adjusted Monthly Unemployment Rate,2013 May,25 - 74 years,Both sexes,12.5
Seasonally Adjusted Monthly Unemployment Rate,2013 May,25 - 74 years,Male,13.3
Seasonally Adjusted Monthly Unemployment Rate,2013 May,25 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2013 June,15 - 24 years,Both sexes,27.1
Seasonally Adjusted Monthly Unemployment Rate,2013 June,15 - 24 years,Male,31.5
Seasonally Adjusted Monthly Unemployment Rate,2013 June,15 - 24 years,Female,22.3
Seasonally Adjusted Monthly Unemployment Rate,2013 June,15 - 74 years,Both sexes,14.1
Seasonally Adjusted Monthly Unemployment Rate,2013 June,15 - 74 years,Male,15.3
Seasonally Adjusted Monthly Unemployment Rate,2013 June,15 - 74 years,Female,12.6
Seasonally Adjusted Monthly Unemployment Rate,2013 June,25 - 74 years,Both sexes,12.2
Seasonally Adjusted Monthly Unemployment Rate,2013 June,25 - 74 years,Male,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013 June,25 - 74 years,Female,11.1
Seasonally Adjusted Monthly Unemployment Rate,2013 July,15 - 24 years,Both sexes,26.4
Seasonally Adjusted Monthly Unemployment Rate,2013 July,15 - 24 years,Male,30.9
Seasonally Adjusted Monthly Unemployment Rate,2013 July,15 - 24 years,Female,21.5
Seasonally Adjusted Monthly Unemployment Rate,2013 July,15 - 74 years,Both sexes,13.6
Seasonally Adjusted Monthly Unemployment Rate,2013 July,15 - 74 years,Male,15.0
Seasonally Adjusted Monthly Unemployment Rate,2013 July,15 - 74 years,Female,11.9
Seasonally Adjusted Monthly Unemployment Rate,2013 July,25 - 74 years,Both sexes,11.8
Seasonally Adjusted Monthly Unemployment Rate,2013 July,25 - 74 years,Male,12.8
Seasonally Adjusted Monthly Unemployment Rate,2013 July,25 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2013 August,15 - 24 years,Both sexes,25.9
Seasonally Adjusted Monthly Unemployment Rate,2013 August,15 - 24 years,Male,29.9
Seasonally Adjusted Monthly Unemployment Rate,2013 August,15 - 24 years,Female,21.4
Seasonally Adjusted Monthly Unemployment Rate,2013 August,15 - 74 years,Both sexes,13.3
Seasonally Adjusted Monthly Unemployment Rate,2013 August,15 - 74 years,Male,14.7
Seasonally Adjusted Monthly Unemployment Rate,2013 August,15 - 74 years,Female,11.7
Seasonally Adjusted Monthly Unemployment Rate,2013 August,25 - 74 years,Both sexes,11.5
Seasonally Adjusted Monthly Unemployment Rate,2013 August,25 - 74 years,Male,12.6
Seasonally Adjusted Monthly Unemployment Rate,2013 August,25 - 74 years,Female,10.2
Seasonally Adjusted Monthly Unemployment Rate,2013 September,15 - 24 years,Both sexes,25.6
Seasonally Adjusted Monthly Unemployment Rate,2013 September,15 - 24 years,Male,29.0
Seasonally Adjusted Monthly Unemployment Rate,2013 September,15 - 24 years,Female,21.8
Seasonally Adjusted Monthly Unemployment Rate,2013 September,15 - 74 years,Both sexes,13.1
Seasonally Adjusted Monthly Unemployment Rate,2013 September,15 - 74 years,Male,14.3
Seasonally Adjusted Monthly Unemployment Rate,2013 September,15 - 74 years,Female,11.7
Seasonally Adjusted Monthly Unemployment Rate,2013 September,25 - 74 years,Both sexes,11.3
Seasonally Adjusted Monthly Unemployment Rate,2013 September,25 - 74 years,Male,12.2
Seasonally Adjusted Monthly Unemployment Rate,2013 September,25 - 74 years,Female,10.2
Seasonally Adjusted Monthly Unemployment Rate,2013 October,15 - 24 years,Both sexes,25.5
Seasonally Adjusted Monthly Unemployment Rate,2013 October,15 - 24 years,Male,27.8
Seasonally Adjusted Monthly Unemployment Rate,2013 October,15 - 24 years,Female,22.8
Seasonally Adjusted Monthly Unemployment Rate,2013 October,15 - 74 years,Both sexes,12.9
Seasonally Adjusted Monthly Unemployment Rate,2013 October,15 - 74 years,Male,13.8
Seasonally Adjusted Monthly Unemployment Rate,2013 October,15 - 74 years,Female,11.9
Seasonally Adjusted Monthly Unemployment Rate,2013 October,25 - 74 years,Both sexes,11.2
Seasonally Adjusted Monthly Unemployment Rate,2013 October,25 - 74 years,Male,11.9
Seasonally Adjusted Monthly Unemployment Rate,2013 October,25 - 74 years,Female,10.3
Seasonally Adjusted Monthly Unemployment Rate,2013 November,15 - 24 years,Both sexes,25.3
Seasonally Adjusted Monthly Unemployment Rate,2013 November,15 - 24 years,Male,27.1
Seasonally Adjusted Monthly Unemployment Rate,2013 November,15 - 24 years,Female,23.2
Seasonally Adjusted Monthly Unemployment Rate,2013 November,15 - 74 years,Both sexes,12.8
Seasonally Adjusted Monthly Unemployment Rate,2013 November,15 - 74 years,Male,13.5
Seasonally Adjusted Monthly Unemployment Rate,2013 November,15 - 74 years,Female,12.1
Seasonally Adjusted Monthly Unemployment Rate,2013 November,25 - 74 years,Both sexes,11.1
Seasonally Adjusted Monthly Unemployment Rate,2013 November,25 - 74 years,Male,11.6
Seasonally Adjusted Monthly Unemployment Rate,2013 November,25 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2013 December,15 - 24 years,Both sexes,25.5
Seasonally Adjusted Monthly Unemployment Rate,2013 December,15 - 24 years,Male,27.2
Seasonally Adjusted Monthly Unemployment Rate,2013 December,15 - 24 years,Female,23.4
Seasonally Adjusted Monthly Unemployment Rate,2013 December,15 - 74 years,Both sexes,12.8
Seasonally Adjusted Monthly Unemployment Rate,2013 December,15 - 74 years,Male,13.4
Seasonally Adjusted Monthly Unemployment Rate,2013 December,15 - 74 years,Female,12.1
Seasonally Adjusted Monthly Unemployment Rate,2013 December,25 - 74 years,Both sexes,11.0
Seasonally Adjusted Monthly Unemployment Rate,2013 December,25 - 74 years,Male,11.5
Seasonally Adjusted Monthly Unemployment Rate,2013 December,25 - 74 years,Female,10.5
Seasonally Adjusted Monthly Unemployment Rate,2014 January,15 - 24 years,Both sexes,25.7
Seasonally Adjusted Monthly Unemployment Rate,2014 January,15 - 24 years,Male,28.1
Seasonally Adjusted Monthly Unemployment Rate,2014 January,15 - 24 years,Female,23.0
Seasonally Adjusted Monthly Unemployment Rate,2014 January,15 - 74 years,Both sexes,12.9
Seasonally Adjusted Monthly Unemployment Rate,2014 January,15 - 74 years,Male,13.6
Seasonally Adjusted Monthly Unemployment Rate,2014 January,15 - 74 years,Female,12.0
Seasonally Adjusted Monthly Unemployment Rate,2014 January,25 - 74 years,Both sexes,11.1
Seasonally Adjusted Monthly Unemployment Rate,2014 January,25 - 74 years,Male,11.6
Seasonally Adjusted Monthly Unemployment Rate,2014 January,25 - 74 years,Female,10.4
Seasonally Adjusted Monthly Unemployment Rate,2014 February,15 - 24 years,Both sexes,26.2
Seasonally Adjusted Monthly Unemployment Rate,2014 February,15 - 24 years,Male,29.3
Seasonally Adjusted Monthly Unemployment Rate,2014 February,15 - 24 years,Female,22.6
Seasonally Adjusted Monthly Unemployment Rate,2014 February,15 - 74 years,Both sexes,12.9
Seasonally Adjusted Monthly Unemployment Rate,2014 February,15 - 74 years,Male,13.8
Seasonally Adjusted Monthly Unemployment Rate,2014 February,15 - 74 years,Female,11.8
Seasonally Adjusted Monthly Unemployment Rate,2014 February,25 - 74 years,Both sexes,11.0
Seasonally Adjusted Monthly Unemployment Rate,2014 February,25 - 74 years,Male,11.7
Seasonally Adjusted Monthly Unemployment Rate,2014 February,25 - 74 years,Female,10.2
Seasonally Adjusted Monthly Unemployment Rate,2014 March,15 - 24 years,Both sexes,26.0
Seasonally Adjusted Monthly Unemployment Rate,2014 March,15 - 24 years,Male,28.8
Seasonally Adjusted Monthly Unemployment Rate,2014 March,15 - 24 years,Female,22.8
Seasonally Adjusted Monthly Unemployment Rate,2014 March,15 - 74 years,Both sexes,12.7
Seasonally Adjusted Monthly Unemployment Rate,2014 March,15 - 74 years,Male,13.7
Seasonally Adjusted Monthly Unemployment Rate,2014 March,15 - 74 years,Female,11.6
Seasonally Adjusted Monthly Unemployment Rate,2014 March,25 - 74 years,Both sexes,10.9
Seasonally Adjusted Monthly Unemployment Rate,2014 March,25 - 74 years,Male,11.6
Seasonally Adjusted Monthly Unemployment Rate,2014 March,25 - 74 years,Female,10.0
Seasonally Adjusted Monthly Unemployment Rate,2014 April,15 - 24 years,Both sexes,25.3
Seasonally Adjusted Monthly Unemployment Rate,2014 April,15 - 24 years,Male,27.4
Seasonally Adjusted Monthly Unemployment Rate,2014 April,15 - 24 years,Female,22.9
Seasonally Adjusted Monthly Unemployment Rate,2014 April,15 - 74 years,Both sexes,12.4
Seasonally Adjusted Monthly Unemployment Rate,2014 April,15 - 74 years,Male,13.4
Seasonally Adjusted Monthly Unemployment Rate,2014 April,15 - 74 years,Female,11.2
Seasonally Adjusted Monthly Unemployment Rate,2014 April,25 - 74 years,Both sexes,10.6
Seasonally Adjusted Monthly Unemployment Rate,2014 April,25 - 74 years,Male,11.5
Seasonally Adjusted Monthly Unemployment Rate,2014 April,25 - 74 years,Female,9.6
Seasonally Adjusted Monthly Unemployment Rate,2014 May,15 - 24 years,Both sexes,24.7
Seasonally Adjusted Monthly Unemployment Rate,2014 May,15 - 24 years,Male,26.7
Seasonally Adjusted Monthly Unemployment Rate,2014 May,15 - 24 years,Female,22.3
Seasonally Adjusted Monthly Unemployment Rate,2014 May,15 - 74 years,Both sexes,12.2
Seasonally Adjusted Monthly Unemployment Rate,2014 May,15 - 74 years,Male,13.1
Seasonally Adjusted Monthly Unemployment Rate,2014 May,15 - 74 years,Female,11.0
Seasonally Adjusted Monthly Unemployment Rate,2014 May,25 - 74 years,Both sexes,10.5
Seasonally Adjusted Monthly Unemployment Rate,2014 May,25 - 74 years,Male,11.3
